epoch,train_loss,mean_m,median_m,p90_m,p95_m,max_m
1,1.120513984798587,0.4292564392089844,0.3585784137248993,0.8554384708404541,1.006116509437561,1.343368411064148
2,0.6533988616751425,0.2852390706539154,0.2830671966075897,0.47011974453926086,0.5346506237983704,0.6554514765739441
3,0.672645863472847,0.2757635712623596,0.2664773762226105,0.45263662934303284,0.48003146052360535,0.5383831262588501
4,0.6040868705463932,0.43341416120529175,0.3663054406642914,0.7866037487983704,0.8496168851852417,1.1925379037857056
5,0.5987075711147953,0.2557150721549988,0.25377753376960754,0.4530631899833679,0.47872161865234375,0.5649007558822632
6,0.5170315553653939,0.28585344552993774,0.26996034383773804,0.4648430049419403,0.5035422444343567,0.5601664781570435
7,0.49606523859159873,0.32038557529449463,0.3218216001987457,0.538797914981842,0.5857899188995361,0.8069756627082825
8,0.4438520899939232,0.252302348613739,0.24756810069084167,0.43624168634414673,0.4878647029399872,0.5647375583648682
9,0.45422062488810533,0.1757134646177292,0.17163287103176117,0.2766847014427185,0.2953818142414093,0.33315545320510864
10,0.3952016753051411,0.28094759583473206,0.27793070673942566,0.4606076180934906,0.5146509408950806,0.9324706792831421
11,0.3818056885236948,0.3068093955516815,0.2793619930744171,0.48697468638420105,0.5176605582237244,0.6415517926216125
12,0.3749826286743127,0.1440257877111435,0.11797919124364853,0.27107685804367065,0.3787693679332733,0.4344010651111603
13,0.3687979504602099,0.16117092967033386,0.14951370656490326,0.24877634644508362,0.27296605706214905,0.3728266656398773
14,0.3559566112966416,0.16023866832256317,0.14458444714546204,0.2944730818271637,0.323116660118103,0.3793204426765442
15,0.3547632014637763,0.2654651701450348,0.2630217373371124,0.41668304800987244,0.43070054054260254,0.4894585609436035
16,0.35688688204094515,0.21425779163837433,0.18156684935092926,0.4098646938800812,0.4424603581428528,0.5037922263145447
17,0.34500197269631633,0.19496241211891174,0.177373468875885,0.3027936518192291,0.3539409339427948,0.48102471232414246
18,0.331965240534432,0.253960520029068,0.226361483335495,0.41690513491630554,0.47312068939208984,0.7315768599510193
19,0.3304067304250942,0.1815258413553238,0.17967630922794342,0.3265012204647064,0.376939594745636,0.4302138686180115
20,0.320487028772726,0.20306441187858582,0.19039258360862732,0.38276204466819763,0.4290282130241394,0.5074689388275146
21,0.3290926926903658,0.2083589732646942,0.185304194688797,0.37248513102531433,0.40935978293418884,0.5096821188926697
22,0.3099416971545259,0.13062173128128052,0.11555182933807373,0.23542988300323486,0.2598762512207031,0.28382182121276855
23,0.3061881241921262,0.20270007848739624,0.2056463062763214,0.2892085313796997,0.3049992024898529,0.632244884967804
24,0.3169634721902641,0.12027516216039658,0.11106740683317184,0.2160089910030365,0.24980291724205017,0.35660165548324585
25,0.31259002257950963,0.13410279154777527,0.11791414767503738,0.24045760929584503,0.2854757010936737,0.4772547781467438
26,0.3044375923928346,0.18385323882102966,0.16550599038600922,0.31574714183807373,0.3644443154335022,0.4243098497390747
27,0.3069120848437646,0.11649178713560104,0.10465526580810547,0.19711507856845856,0.23208287358283997,0.341732919216156
28,0.29725298046654586,0.21197251975536346,0.22468136250972748,0.30379122495651245,0.35322266817092896,0.3668234050273895
29,0.29336685027498627,0.19349193572998047,0.17329880595207214,0.3698136508464813,0.3918072581291199,0.46346572041511536
30,0.29025998519917584,0.19099807739257812,0.17008955776691437,0.3718220889568329,0.38286706805229187,0.4104754328727722
31,0.2990282540099813,0.1753702461719513,0.15537799894809723,0.3129933178424835,0.3299800157546997,0.4031039774417877
32,0.2910760050251412,0.11302381008863449,0.09973936527967453,0.17644619941711426,0.21112127602100372,0.34613460302352905
33,0.2744359198098348,0.13900765776634216,0.13539783656597137,0.2556365728378296,0.3007325828075409,0.3182639181613922
34,0.2778596182482846,0.20091277360916138,0.2006138116121292,0.3233644366264343,0.34382590651512146,0.3825124502182007
35,0.27544197414148214,0.2470373660326004,0.26120367646217346,0.3526815176010132,0.38542428612709045,0.47014909982681274
36,0.2692935857358775,0.15394261479377747,0.14417247474193573,0.2606251835823059,0.28145694732666016,0.31519120931625366
37,0.2741707723265029,0.21150481700897217,0.1838720589876175,0.3279591202735901,0.3574144244194031,0.7132990956306458
38,0.2710619094672177,0.12685133516788483,0.11199687421321869,0.22364754974842072,0.308742493391037,0.37918102741241455
39,0.2713803999272581,0.14307935535907745,0.13535353541374207,0.23246727883815765,0.25893083214759827,0.35387712717056274
40,0.2617430174706262,0.1140010803937912,0.11277920752763748,0.19748345017433167,0.20582862198352814,0.23926502466201782
41,0.2688090441845619,0.15009257197380066,0.14497113227844238,0.24333785474300385,0.2750629484653473,0.32803499698638916
42,0.26129366539389975,0.12439129501581192,0.11069419234991074,0.21290406584739685,0.246456116437912,0.34202325344085693
43,0.26759550679791744,0.18498845398426056,0.18277281522750854,0.2785438001155853,0.2948642373085022,0.3554535210132599
44,0.2718963141759624,0.1634189784526825,0.1526620090007782,0.25577157735824585,0.2960320711135864,0.3635200560092926
45,0.26031469674786634,0.28124135732650757,0.30194637179374695,0.43253424763679504,0.4700048863887787,0.5330414175987244
46,0.25277949511388126,0.1100432500243187,0.08793608844280243,0.22232668101787567,0.23408237099647522,0.2705487012863159
47,0.25194277872684206,0.17273317277431488,0.18033592402935028,0.28225699067115784,0.34874477982521057,0.4012404978275299
48,0.25611562116026615,0.10458080470561981,0.1043555736541748,0.16071422398090363,0.18129608035087585,0.21358756721019745
49,0.2521175591837782,0.11076252907514572,0.08002714812755585,0.2425488829612732,0.26822999119758606,0.3151669502258301
50,0.2518514081318786,0.16947978734970093,0.16075079143047333,0.29382047057151794,0.33432912826538086,0.4608571529388428
51,0.2394490789559338,0.16264113783836365,0.15850156545639038,0.2715936601161957,0.2985176146030426,0.3930852711200714
52,0.24696886604759508,0.10389535874128342,0.09160707890987396,0.17751814424991608,0.19728271663188934,0.23149621486663818
53,0.24134751627715612,0.10339761525392532,0.10598716139793396,0.15794937312602997,0.16582703590393066,0.22081802785396576
54,0.24844454799953158,0.1128738597035408,0.10740894079208374,0.2010744959115982,0.21382230520248413,0.27922433614730835
55,0.24221902337173923,0.11935924738645554,0.10619107633829117,0.21059267222881317,0.27292996644973755,0.32840725779533386
56,0.24831577555648113,0.11499665677547455,0.10220994800329208,0.21592755615711212,0.23933430016040802,0.32252275943756104
57,0.2380888761964234,0.09074530750513077,0.07724440097808838,0.1635274440050125,0.18242405354976654,0.21617896854877472
58,0.24076130530925619,0.11795197427272797,0.09947457164525986,0.2386828362941742,0.2766455411911011,0.3119312822818756
59,0.23385999274800431,0.09676345437765121,0.09099633246660233,0.15613208711147308,0.17655979096889496,0.23069997131824493
60,0.23722305944082486,0.1934482902288437,0.1652131974697113,0.3608958423137665,0.37046018242836,0.4132588803768158
61,0.23768071967221874,0.11345835030078888,0.09797888994216919,0.18742717802524567,0.277754545211792,0.29721856117248535
62,0.235759387794579,0.11383245140314102,0.10897032171487808,0.19604024291038513,0.2161950320005417,0.42776593565940857
63,0.23883959022780465,0.0857606902718544,0.07717420160770416,0.14046911895275116,0.15222817659378052,0.17245127260684967
64,0.22836706657200706,0.1189974844455719,0.11559001356363297,0.19607225060462952,0.22577455639839172,0.2617517411708832
65,0.2337910873117445,0.1440127044916153,0.13250309228897095,0.2593747675418854,0.2902262806892395,0.319304883480072
66,0.23520418900605702,0.11869446933269501,0.08070292323827744,0.3023912012577057,0.4148312509059906,0.4823288321495056
67,0.23059022583809602,0.23633606731891632,0.19962631165981293,0.3926139175891876,0.43784299492836,0.4763299524784088
68,0.22777295194839847,0.18651121854782104,0.1757304072380066,0.2953585386276245,0.3081439137458801,0.4029773771762848
69,0.2159700414959812,0.08444565534591675,0.07645063102245331,0.14562387764453888,0.1616581529378891,0.24749670922756195
70,0.22358671640329172,0.13854943215847015,0.11895231902599335,0.24702849984169006,0.2791750431060791,0.31329765915870667
71,0.22731912399697532,0.07808775454759598,0.08056353777647018,0.13228467106819153,0.1560279130935669,0.18170380592346191
72,0.22056614576282838,0.11900357156991959,0.11528453975915909,0.19797320663928986,0.21946284174919128,0.3050861060619354
73,0.22679508668362042,0.11310030519962311,0.10432812571525574,0.20672762393951416,0.22318656742572784,0.2697221040725708
74,0.22441506201995026,0.1017356887459755,0.08821595460176468,0.17333632707595825,0.20528322458267212,0.26875388622283936
75,0.21449994426587213,0.0827401876449585,0.06985925883054733,0.15914355218410492,0.18927544355392456,0.2216334491968155
76,0.21862792220215305,0.23720136284828186,0.22511136531829834,0.4040871262550354,0.47583919763565063,0.5742992758750916
77,0.21297933944559747,0.1450127214193344,0.1310538798570633,0.24461477994918823,0.28170081973075867,0.3373889923095703
78,0.21746622979169347,0.0902547612786293,0.07884100824594498,0.16969376802444458,0.2017943561077118,0.24658852815628052
79,0.2167400805890669,0.07604959607124329,0.0744447261095047,0.1372227519750595,0.15792180597782135,0.22258450090885162
80,0.21787530042308173,0.14294378459453583,0.13935044407844543,0.24421179294586182,0.274759441614151,0.2928086519241333
81,0.21410695411874064,0.21112164855003357,0.22867165505886078,0.3180990219116211,0.3244320750236511,0.3387635052204132
82,0.21126693198153154,0.10122308135032654,0.08707593381404877,0.20141184329986572,0.2210303246974945,0.2516522705554962
83,0.2159329916647758,0.21115298569202423,0.21781136095523834,0.3480684161186218,0.3836587369441986,0.42649397253990173
84,0.20665533190978955,0.08696338534355164,0.0664660856127739,0.16899584233760834,0.21605466306209564,0.2264316827058792
85,0.21261039726340908,0.08213064074516296,0.07395212352275848,0.14654554426670074,0.15500889718532562,0.17723733186721802
86,0.20761947656988639,0.11352517455816269,0.104701928794384,0.20307613909244537,0.21998992562294006,0.2776646018028259
87,0.20469801613127975,0.09100871533155441,0.09142883867025375,0.14582212269306183,0.15150725841522217,0.2105800062417984
88,0.20790780584622068,0.06582452356815338,0.057139817625284195,0.11283856630325317,0.1342107504606247,0.22795850038528442
89,0.2086325110177961,0.09085109084844589,0.08295343816280365,0.15970982611179352,0.17945168912410736,0.1902419924736023
90,0.20365601060936575,0.08112961798906326,0.07272659987211227,0.15109199285507202,0.18294303119182587,0.20949368178844452
91,0.20403694956557555,0.11649870127439499,0.10366632789373398,0.186430886387825,0.21241559088230133,0.25101131200790405
92,0.2015114209791738,0.11074173450469971,0.09324893355369568,0.21430790424346924,0.24163700640201569,0.2528461515903473
93,0.2060877583190862,0.08876046538352966,0.08656749129295349,0.14366254210472107,0.1688634604215622,0.20819395780563354
94,0.19941067565017115,0.09412357956171036,0.07792334258556366,0.20769880712032318,0.23577386140823364,0.2821979522705078
95,0.204887121873493,0.10387759655714035,0.09773530066013336,0.1761803925037384,0.19625000655651093,0.21802102029323578
96,0.20238584232852724,0.14464294910430908,0.1398499310016632,0.23167255520820618,0.2558375597000122,0.2932906746864319
97,0.20140802756263268,0.07677216827869415,0.07568096369504929,0.13983915746212006,0.16065789759159088,0.1980753242969513
98,0.1978068911876899,0.08762069046497345,0.08930762112140656,0.13964399695396423,0.16557130217552185,0.2241470217704773
99,0.19419639617005138,0.08524320274591446,0.08080662041902542,0.14833402633666992,0.15351524949073792,0.19469910860061646
100,0.19338188366803855,0.11655562371015549,0.10119155049324036,0.21661214530467987,0.2394002228975296,0.29218366742134094
101,0.19646251160514647,0.14365124702453613,0.12100532650947571,0.2517445385456085,0.2614070773124695,0.3146918714046478
102,0.19918899242039698,0.12368299812078476,0.12028489261865616,0.1928524672985077,0.2134130299091339,0.23557038605213165
103,0.19918007099935603,0.0844418928027153,0.07930058985948563,0.1609322875738144,0.17256386578083038,0.23911073803901672
104,0.19577844033112607,0.1167437732219696,0.10851115733385086,0.1832384169101715,0.19918780028820038,0.2697046101093292
105,0.1927927717714625,0.12070450931787491,0.10613435506820679,0.20818866789340973,0.22542458772659302,0.26398158073425293
106,0.1938293052266253,0.14343824982643127,0.12367277592420578,0.2449057698249817,0.2686667740345001,0.3882896900177002
107,0.19423585050269057,0.06977789103984833,0.07086394727230072,0.11086834222078323,0.11503015458583832,0.19533880054950714
108,0.18804117404173876,0.11302085220813751,0.11618639528751373,0.16756480932235718,0.18032096326351166,0.21892783045768738
109,0.1924312973777042,0.10914674401283264,0.10252685099840164,0.18428240716457367,0.23324044048786163,0.26435357332229614
110,0.19397547685681601,0.21064484119415283,0.20095773041248322,0.36355143785476685,0.41481393575668335,0.4488030672073364
111,0.18930507163339755,0.0891759991645813,0.09552624821662903,0.14260147511959076,0.16680148243904114,0.2276334911584854
112,0.18778700827584835,0.08048021793365479,0.07696038484573364,0.14124126732349396,0.15910370647907257,0.18549394607543945
113,0.183319259159075,0.08273839205503464,0.06661970913410187,0.1297098845243454,0.17211903631687164,0.26133978366851807
114,0.1874880373272361,0.09468717873096466,0.0891675129532814,0.14686459302902222,0.1695878952741623,0.21890582144260406
115,0.19064704398156954,0.0928480476140976,0.08206106722354889,0.17116902768611908,0.18752822279930115,0.22152775526046753
116,0.18965360672823628,0.09861315786838531,0.07294005900621414,0.19113591313362122,0.22886770963668823,0.25884824991226196
117,0.1862925352310646,0.0939127579331398,0.08397408574819565,0.17296141386032104,0.22243231534957886,0.38269129395484924
118,0.1885700470585203,0.08676882833242416,0.084668830037117,0.13873586058616638,0.1529928743839264,0.2082102745771408
119,0.1861463615148927,0.11431218683719635,0.10097986459732056,0.1991828829050064,0.20903253555297852,0.2573051452636719
120,0.1823000124294585,0.14959682524204254,0.13250918686389923,0.2763254940509796,0.2836388051509857,0.3244481384754181
121,0.18094563822785942,0.07852805405855179,0.07242558896541595,0.11134178936481476,0.14114278554916382,0.19557246565818787
122,0.17847102277054944,0.11106730997562408,0.09266378730535507,0.20262394845485687,0.2381719946861267,0.3028002679347992
123,0.18346745296965072,0.07587458938360214,0.06637698411941528,0.13794662058353424,0.14898131787776947,0.15145820379257202
124,0.18221853804360977,0.10988128185272217,0.08814002573490143,0.2090837061405182,0.2249743491411209,0.28272125124931335
125,0.18086187484951718,0.07319070398807526,0.07055696099996567,0.107023686170578,0.12268657982349396,0.21603307127952576
126,0.17783509865085742,0.06667856872081757,0.05889115855097771,0.114644356071949,0.13642355799674988,0.16455790400505066
127,0.1783186078289262,0.08460449427366257,0.069094218313694,0.15989024937152863,0.22162851691246033,0.2949066758155823
128,0.18372457108214169,0.07610894739627838,0.07298139482736588,0.13151447474956512,0.15748190879821777,0.18077132105827332
129,0.17573619336282828,0.06741338223218918,0.06123295798897743,0.11922632157802582,0.13832056522369385,0.1462334394454956
130,0.1781138572278819,0.06883450597524643,0.0647939071059227,0.11100271344184875,0.1329638659954071,0.1828824281692505
131,0.17765644274320969,0.08166170865297318,0.07650845497846603,0.1511782556772232,0.17845018208026886,0.20206689834594727
132,0.17806015376944068,0.12264438718557358,0.11140341311693192,0.2106294333934784,0.22149427235126495,0.22843000292778015
133,0.17553913856911887,0.07085379958152771,0.06888053566217422,0.11384350806474686,0.12439075112342834,0.14522701501846313
134,0.17608784124947485,0.06500595062971115,0.0614938884973526,0.12341617792844772,0.1404968649148941,0.1615503579378128
135,0.1777753016846638,0.07426826655864716,0.06725772470235825,0.12462829798460007,0.13214808702468872,0.16448771953582764
136,0.1759397156897847,0.18869082629680634,0.18950310349464417,0.3236776888370514,0.34774455428123474,0.37687283754348755
137,0.1751891006729767,0.11415964365005493,0.09775492548942566,0.24614481627941132,0.2555413246154785,0.3084264397621155
138,0.17454372138710045,0.06072568520903587,0.05505829304456711,0.10640545934438705,0.11449602991342545,0.16476184129714966
139,0.17337869470804887,0.10343541949987411,0.09839797019958496,0.17588721215724945,0.21013955771923065,0.24117222428321838
140,0.17417978413280596,0.07208091765642166,0.07241865247488022,0.12311144173145294,0.1311168521642685,0.15829850733280182
141,0.17233374293422718,0.06635068356990814,0.0598955936729908,0.11269909888505936,0.14017029106616974,0.1713874489068985
142,0.16978485837237156,0.13107743859291077,0.13111576437950134,0.19968074560165405,0.2413991391658783,0.2879296541213989
143,0.16861830925356183,0.07820795476436615,0.07308996468782425,0.13381099700927734,0.15128730237483978,0.189483642578125
144,0.17276472110829555,0.149251326918602,0.14735901355743408,0.2463027983903885,0.25874996185302734,0.3147381842136383
145,0.17034604462824623,0.07592758536338806,0.057049710303545,0.15721359848976135,0.17808115482330322,0.2111884355545044
146,0.17038535413937483,0.10379155725240707,0.0991259440779686,0.170004740357399,0.1763448715209961,0.19710581004619598
147,0.17008728281095803,0.06491296738386154,0.05284338444471359,0.11522414535284042,0.13356205821037292,0.16272690892219543
148,0.16910108115518763,0.08655877411365509,0.082061767578125,0.13815446197986603,0.16460871696472168,0.20606639981269836
149,0.1682487233073505,0.1346738487482071,0.14014649391174316,0.21485461294651031,0.24740080535411835,0.296891987323761
150,0.1691293718849193,0.08847400546073914,0.08067404478788376,0.1610882431268692,0.1690712869167328,0.21031181514263153
151,0.16770644999585546,0.06553283333778381,0.06627697497606277,0.09847776591777802,0.11050894111394882,0.14494606852531433
152,0.1638435542063482,0.09609371423721313,0.085869699716568,0.16422858834266663,0.1841677874326706,0.22907808423042297
153,0.16523689937340025,0.057368092238903046,0.055176299065351486,0.10417639464139938,0.11794251948595047,0.16259777545928955
154,0.16823418207162774,0.0853666365146637,0.07900138944387436,0.12589675188064575,0.14665785431861877,0.28930601477622986
155,0.16468340887648988,0.09914086759090424,0.08537134528160095,0.1860980987548828,0.20223809778690338,0.2451162189245224
156,0.16536599884992875,0.07562707364559174,0.07566095143556595,0.13218173384666443,0.1518353521823883,0.22813624143600464
157,0.16358253147568705,0.08002717047929764,0.08156327158212662,0.12390214949846268,0.13339047133922577,0.1533408910036087
158,0.1647721382565033,0.0688486248254776,0.06279261410236359,0.11762998253107071,0.12516753375530243,0.17175374925136566
159,0.1648137959294349,0.07524984329938889,0.07511167228221893,0.12364623695611954,0.12766461074352264,0.16062690317630768
160,0.1641948682634505,0.06584298610687256,0.0668930858373642,0.11160692572593689,0.11792276799678802,0.13445661962032318
161,0.16430563156637176,0.0732700377702713,0.07331213355064392,0.12918409705162048,0.13678497076034546,0.15212592482566833
162,0.16693456648425897,0.10414919257164001,0.09943833202123642,0.1952282339334488,0.2023247927427292,0.22193115949630737
163,0.16306810244558112,0.06817422062158585,0.06867997348308563,0.11682694405317307,0.12749668955802917,0.1461535096168518
164,0.1642628288288391,0.06420283764600754,0.06269311904907227,0.11302574723958969,0.12432555109262466,0.13905157148838043
165,0.1619204199321373,0.08744914829730988,0.09043346345424652,0.13539932668209076,0.17436878383159637,0.1838875710964203
166,0.15863045163076242,0.08785147964954376,0.07758460938930511,0.1722012162208557,0.18229322135448456,0.2275310903787613
167,0.1611845285323165,0.07832479476928711,0.0668221265077591,0.12921135127544403,0.1434849500656128,0.2115406095981598
168,0.16290890331272181,0.0730416476726532,0.07136951386928558,0.1148386299610138,0.12137376517057419,0.13752292096614838
169,0.16237700945660125,0.08072029799222946,0.06950990855693817,0.17128562927246094,0.1809806525707245,0.20283733308315277
170,0.16077240104969387,0.09817032516002655,0.09406008571386337,0.16706189513206482,0.17536476254463196,0.19833335280418396
171,0.16229420889461468,0.06019997596740723,0.04923858121037483,0.12375244498252869,0.1306723803281784,0.18296809494495392
172,0.1583626018283478,0.07303077727556229,0.06119067966938019,0.13058622181415558,0.14698484539985657,0.1705627292394638
173,0.15947495592271707,0.08251442760229111,0.06247943639755249,0.16803978383541107,0.18595772981643677,0.18992379307746887
174,0.1617807294998819,0.07849834114313126,0.07711940258741379,0.12277448922395706,0.12450312823057175,0.13331477344036102
175,0.1601845905393344,0.06182999163866043,0.059703413397073746,0.10688433051109314,0.12274355441331863,0.13805419206619263
176,0.15806501867998973,0.07083192467689514,0.06748077273368835,0.12056569755077362,0.15144774317741394,0.20716732740402222
177,0.1592111896128702,0.059763748198747635,0.045866210013628006,0.1139775961637497,0.12184760719537735,0.18667404353618622
178,0.16213301004950378,0.0893397256731987,0.08609229326248169,0.1434851884841919,0.1758628934621811,0.19768552482128143
179,0.1588575265353871,0.08076278865337372,0.08161317557096481,0.1280326098203659,0.13681410253047943,0.16907572746276855
180,0.15877373863316183,0.08901430666446686,0.07255858927965164,0.1578405797481537,0.17657260596752167,0.2256757915019989
181,0.1598742989164551,0.10340283811092377,0.08987900614738464,0.18022985756397247,0.1868501752614975,0.25004062056541443
182,0.1604971822799401,0.08957573026418686,0.07618264108896255,0.16791284084320068,0.18466928601264954,0.22573673725128174
183,0.16011034530566898,0.06041042506694794,0.05545596033334732,0.09735292196273804,0.10342994332313538,0.1749650239944458
184,0.15906419558611185,0.09377319365739822,0.08080848306417465,0.17955219745635986,0.1957377791404724,0.21562160551548004
185,0.1578143900609882,0.0953473374247551,0.07754950225353241,0.1875333935022354,0.2034667581319809,0.241719588637352
186,0.1609096398433872,0.05582776665687561,0.05468631163239479,0.091629259288311,0.10426609218120575,0.12286362797021866
187,0.15974033186028902,0.06620460748672485,0.06930258125066757,0.1109597310423851,0.11929703503847122,0.163284569978714
188,0.15785265704104856,0.07136792689561844,0.06415513157844543,0.13038012385368347,0.15241505205631256,0.1654573678970337
189,0.1585939753053154,0.05829416960477829,0.05254146456718445,0.11303269118070602,0.12191793322563171,0.14018957316875458
190,0.1568419278865171,0.053873226046562195,0.05119094252586365,0.08541650325059891,0.0908483937382698,0.18098193407058716
191,0.15880358366676992,0.09817061573266983,0.09798923879861832,0.17357955873012543,0.1846364140510559,0.20296354591846466
192,0.15775531679119775,0.09301064163446426,0.08860739320516586,0.15172700583934784,0.17876824736595154,0.22383633255958557
193,0.15722000606163059,0.07719039171934128,0.06535262614488602,0.13900406658649445,0.15125839412212372,0.18331807851791382
194,0.15895435230367733,0.06291000545024872,0.05731285735964775,0.10461700707674026,0.11992057412862778,0.1372043490409851
195,0.15673330396589147,0.056425150483846664,0.047480035573244095,0.09662050753831863,0.10475875437259674,0.16714924573898315
196,0.1610237490359318,0.1231672540307045,0.11227703094482422,0.21927417814731598,0.23626743257045746,0.25190213322639465
197,0.15954930377456378,0.11353390663862228,0.09850247949361801,0.20584577322006226,0.2265857756137848,0.2656395435333252
198,0.15866291612465305,0.078142911195755,0.06491265445947647,0.13827043771743774,0.14932331442832947,0.17557522654533386
199,0.15740784396262314,0.07937116920948029,0.08394249528646469,0.12416117638349533,0.13890677690505981,0.16981901228427887
200,0.15935483625051725,0.06866700947284698,0.06396492570638657,0.12427942454814911,0.1362939178943634,0.15708808600902557
